date,tournament,level,bestOf,surface,indoor,speed,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,outcome,loser_entry,winner_entry
2009-01-19,Australian Open,G,5,H,false,53,R128,Roger Federer,2,Switzerland,SUI,2,2,2354,Andreas Seppi,,Italy,ITA,35,-3,1923,6-1 7-6(4) 7-5,,,
2009-01-05,Doha,B,3,H,false,51,SF,Andy Murray,3,United Kingdom,GBR,4,11,2290,Roger Federer,2,Switzerland,SUI,2,-11,2365,6-7(6) 6-2 6-2,,,
2009-01-05,Doha,B,3,H,false,51,QF,Roger Federer,2,Switzerland,SUI,2,2,2363,Philipp Kohlschreiber,8,Germany,GER,28,-2,2023,6-2 7-6(6),,,
2009-01-05,Doha,B,3,H,false,51,R16,Roger Federer,2,Switzerland,SUI,2,2,2361,Andreas Seppi,,Italy,ITA,34,-1,1932,6-3 6-3,,,
2009-01-05,Doha,B,3,H,false,51,R32,Roger Federer,2,Switzerland,SUI,2,,2361,Potito Starace,,Italy,ITA,71,-1,1840,6-2 6-2,,,
2008-11-09,Masters Cup,F,3,H,true,70,RR,Roger Federer,,Switzerland,SUI,2,3,2358,Radek Stepanek,,Czech Republic,CZE,27,-3,2019,7-6(4) 6-4,,,
2008-11-09,Masters Cup,F,3,H,true,70,RR,Andy Murray,,United Kingdom,GBR,4,13,2290,Roger Federer,,Switzerland,SUI,2,-14,2372,4-6 7-6(3) 7-5,,,
2008-11-09,Masters Cup,F,3,H,true,70,RR,Gilles Simon,,France,FRA,9,19,2092,Roger Federer,,Switzerland,SUI,2,-19,2391,4-6 6-4 6-3,,,
2008-10-26,Paris Masters,M,3,H,true,78,QF,James Blake,11,United States,USA,11,9,2064,Roger Federer,2,Switzerland,SUI,2,-9,2400,W/O,W/O,,
2008-10-26,Paris Masters,M,3,H,true,78,R16,Roger Federer,2,Switzerland,SUI,2,2,2398,Marin Cilic,,Croatia,CRO,25,-2,2023,6-3 6-4,,,
2008-10-26,Paris Masters,M,3,H,true,78,R32,Roger Federer,2,Switzerland,SUI,2,3,2395,Robin Soderling,,Sweden,SWE,18,-3,2110,6-4 7-6(7),,,
2008-10-20,Basel,B,3,H,true,84,F,Roger Federer,1,Switzerland,SUI,2,4,2391,David Nalbandian,2,Argentina,ARG,8,-4,2139,6-3 6-4,,,
2008-10-20,Basel,B,3,H,true,84,SF,Roger Federer,1,Switzerland,SUI,2,2,2389,Feliciano Lopez,,Spain,ESP,39,-2,1989,6-3 6-2,,,
2008-10-20,Basel,B,3,H,true,84,QF,Roger Federer,1,Switzerland,SUI,2,1,2388,Simone Bolelli,,Italy,ITA,42,-2,1928,6-2 6-3,,,
2008-10-20,Basel,B,3,H,true,84,R16,Roger Federer,1,Switzerland,SUI,2,1,2387,Jarkko Nieminen,,Finland,FIN,29,-1,1932,7-6(6) 7-6(1),,,
2008-10-20,Basel,B,3,H,true,84,R32,Roger Federer,1,Switzerland,SUI,2,1,2386,Bobby Reynolds,,United States,USA,86,,1802,6-3 6-7(6) 6-3,,,
2008-10-12,Madrid Masters,M,3,H,true,84,SF,Andy Murray,4,United Kingdom,GBR,4,16,2250,Roger Federer,2,Switzerland,SUI,2,-16,2402,3-6 6-3 7-5,,,
2008-10-12,Madrid Masters,M,3,H,true,84,QF,Roger Federer,2,Switzerland,SUI,2,4,2398,Juan Martin Del Potro,9,Argentina,ARG,9,-3,2129,6-3 6-3,,,
2008-10-12,Madrid Masters,M,3,H,true,84,R16,Roger Federer,2,Switzerland,SUI,2,2,2396,Jo Wilfried Tsonga,16,France,FRA,15,-2,2050,6-4 6-1,,,
2008-10-12,Madrid Masters,M,3,H,true,84,R32,Roger Federer,2,Switzerland,SUI,2,3,2393,Radek Stepanek,,Czech Republic,CZE,30,-2,2047,6-3 7-6(6),,,
2008-09-19,Davis Cup WG,D,5,H,false,,RR,Roger Federer,,Switzerland,SUI,2,,2393,Kristof Vliegen,,Belgium,BEL,95,-1,1782,7-6(1) 6-4 6-2,,,
2008-08-25,US Open,G,5,H,false,64,F,Roger Federer,2,Switzerland,SUI,2,10,2383,Andy Murray,6,United Kingdom,GBR,6,-10,2243,6-2 7-5 6-2,,,
2008-08-25,US Open,G,5,H,false,64,SF,Roger Federer,2,Switzerland,SUI,2,12,2371,Novak Djokovic,3,Serbia,SRB,3,-12,2309,6-3 5-7 7-5 6-2,,,
2008-08-25,US Open,G,5,H,false,64,QF,Roger Federer,2,Switzerland,SUI,2,1,2370,Gilles Muller,,Luxembourg,LUX,130,-2,1878,7-6(5) 6-4 7-6(5),,Q,
2008-08-25,US Open,G,5,H,false,64,R16,Roger Federer,2,Switzerland,SUI,2,4,2366,Igor Andreev,23,Russian Federation,RUS,23,-4,2066,6-7(5) 7-6(5) 6-3 3-6 6-3,,,
2008-08-25,US Open,G,5,H,false,64,R32,Roger Federer,2,Switzerland,SUI,2,4,2362,Radek Stepanek,28,Czech Republic,CZE,30,-3,2046,6-3 6-3 6-2,,,
2008-08-25,US Open,G,5,H,false,64,R64,Roger Federer,2,Switzerland,SUI,2,,2362,Thiago Alves,,Brazil,BRA,137,-1,1724,6-3 7-5 6-4,,Q,
2008-08-25,US Open,G,5,H,false,64,R128,Roger Federer,2,Switzerland,SUI,2,1,2361,Maximo Gonzalez,,Argentina,ARG,118,-2,1752,6-3 6-0 6-3,,,
2008-08-11,Beijing Olympics,O,3,H,false,56,QF,James Blake,8,United States,USA,7,17,2062,Roger Federer,1,Switzerland,SUI,1,-17,2378,6-4 7-6(2),,,
2008-08-11,Beijing Olympics,O,3,H,false,56,R16,Roger Federer,1,Switzerland,SUI,1,3,2375,Tomas Berdych,17,Czech Republic,CZE,20,-3,2065,6-3 7-6(4),,,
2008-08-11,Beijing Olympics,O,3,H,false,56,R32,Roger Federer,1,Switzerland,SUI,1,,2375,Rafael Arevalo,,El Salvador,ESA,447,-1,1714,6-2 6-4,,WC,
2008-08-11,Beijing Olympics,O,3,H,false,56,R64,Roger Federer,1,Switzerland,SUI,1,2,2373,Dmitry Tursunov,,Russian Federation,RUS,29,-2,1998,6-4 6-2,,,
2008-07-28,Cincinnati Masters,M,3,H,false,80,R16,Ivo Karlovic,16,Croatia,CRO,22,19,2000,Roger Federer,1,Switzerland,SUI,1,-18,2391,7-6(6) 4-6 7-6(5),,,
2008-07-28,Cincinnati Masters,M,3,H,false,80,R32,Roger Federer,1,Switzerland,SUI,1,2,2389,Robby Ginepri,,United States,USA,64,-2,1957,6-7(2) 7-6(5) 6-0,,,
2008-07-21,Canada Masters,M,3,H,false,61,R32,Gilles Simon,,France,FRA,22,19,2006,Roger Federer,1,Switzerland,SUI,1,-18,2407,2-6 7-5 6-4,,,
2008-06-23,Wimbledon,G,5,G,false,79,F,Rafael Nadal,2,Spain,ESP,2,16,2426,Roger Federer,1,Switzerland,SUI,1,-16,2423,6-4 6-4 6-7(5) 6-7(8) 9-7,,,
2008-06-23,Wimbledon,G,5,G,false,79,SF,Roger Federer,1,Switzerland,SUI,1,3,2420,Marat Safin,,Russian Federation,RUS,75,-3,2021,6-3 7-6(3) 6-4,,,
2008-06-23,Wimbledon,G,5,G,false,79,QF,Roger Federer,1,Switzerland,SUI,1,4,2416,Mario Ancic,,Croatia,CRO,43,-5,2134,6-1 7-5 6-4,,,
2008-06-23,Wimbledon,G,5,G,false,79,R16,Roger Federer,1,Switzerland,SUI,1,4,2412,Lleyton Hewitt,24,Australia,AUS,27,-4,2112,7-6(7) 6-2 6-4,,,
2008-06-23,Wimbledon,G,5,G,false,79,R32,Roger Federer,1,Switzerland,SUI,1,2,2410,Marc Gicquel,,France,FRA,53,-2,1914,6-3 6-3 6-1,,,
2008-06-23,Wimbledon,G,5,G,false,79,R64,Roger Federer,1,Switzerland,SUI,1,3,2407,Robin Soderling,,Sweden,SWE,41,-4,2102,6-3 6-4 7-6(3),,,
2008-06-23,Wimbledon,G,5,G,false,79,R128,Roger Federer,1,Switzerland,SUI,1,1,2406,Dominik Hrbaty,,Slovakia,SVK,273,-1,1813,6-3 6-2 6-2,,,
2008-06-09,Halle,B,3,G,false,84,F,Roger Federer,1,Switzerland,SUI,1,2,2404,Philipp Kohlschreiber,,Germany,GER,40,-2,2035,6-3 6-4,,,
2008-06-09,Halle,B,3,G,false,84,SF,Roger Federer,1,Switzerland,SUI,1,2,2402,Nicolas Kiefer,,Germany,GER,38,-2,2033,6-1 6-4,,,
2008-06-09,Halle,B,3,G,false,84,QF,Roger Federer,1,Switzerland,SUI,1,2,2400,Marcos Baghdatis,5,Cyprus,CYP,23,-3,2067,6-4 6-4,,,
2008-06-09,Halle,B,3,G,false,84,R16,Roger Federer,1,Switzerland,SUI,1,,2400,Jan Vacek,,Czech Republic,CZE,342,-1,1732,7-5 6-3,,Q,
2008-06-09,Halle,B,3,G,false,84,R32,Roger Federer,1,Switzerland,SUI,1,1,2399,Michael Berrer,,Germany,GER,83,-1,1747,6-4 6-2,,,
2008-05-25,Roland Garros,G,5,C,false,41,F,Rafael Nadal,2,Spain,ESP,2,18,2380,Roger Federer,1,Switzerland,SUI,1,-18,2417,6-1 6-3 6-0,,,
2008-05-25,Roland Garros,G,5,C,false,41,SF,Roger Federer,1,Switzerland,SUI,1,3,2414,Gael Monfils,,France,FRA,59,-2,2009,6-2 5-7 6-3 7-5,,,
2008-05-25,Roland Garros,G,5,C,false,41,QF,Roger Federer,1,Switzerland,SUI,1,4,2410,Fernando Gonzalez,24,Chile,CHI,25,-5,2110,2-6 6-2 6-3 6-4,,,
2008-05-25,Roland Garros,G,5,C,false,41,R16,Roger Federer,1,Switzerland,SUI,1,2,2408,Julien Benneteau,,France,FRA,55,-2,1971,6-4 7-5 7-5,,,
2008-05-25,Roland Garros,G,5,C,false,41,R32,Roger Federer,1,Switzerland,SUI,1,4,2404,Mario Ancic,,Croatia,CRO,46,-4,2102,6-3 6-4 6-2,,,
2008-05-25,Roland Garros,G,5,C,false,41,R64,Roger Federer,1,Switzerland,SUI,1,1,2403,Albert Montanes,,Spain,ESP,60,-2,1891,6-7(5) 6-1 6-0 6-4,,,
2008-05-25,Roland Garros,G,5,C,false,41,R128,Roger Federer,1,Switzerland,SUI,1,1,2402,Sam Querrey,,United States,USA,40,-2,1939,6-4 6-4 6-3,,,
2008-05-11,Hamburg Masters,M,3,C,false,29,F,Rafael Nadal,2,Spain,ESP,2,15,2342,Roger Federer,1,Switzerland,SUI,1,-15,2417,7-5 6-7(3) 6-3,,,
2008-05-11,Hamburg Masters,M,3,C,false,29,SF,Roger Federer,1,Switzerland,SUI,1,2,2415,Andreas Seppi,,Italy,ITA,43,-2,1963,6-3 6-1,,,
2008-05-11,Hamburg Masters,M,3,C,false,29,QF,Roger Federer,1,Switzerland,SUI,1,2,2413,Fernando Verdasco,,Spain,ESP,28,-2,2006,6-3 6-3,,,
2008-05-11,Hamburg Masters,M,3,C,false,29,R16,Roger Federer,1,Switzerland,SUI,1,2,2411,Robin Soderling,,Sweden,SWE,48,-3,2078,6-3 6-2,,,
2008-05-11,Hamburg Masters,M,3,C,false,29,R32,Roger Federer,1,Switzerland,SUI,1,2,2409,Jarkko Nieminen,,Finland,FIN,27,-1,1931,6-1 6-3,,,
2008-05-05,Rome Masters,M,3,C,false,35,QF,Radek Stepanek,,Czech Republic,CZE,27,19,2061,Roger Federer,1,Switzerland,SUI,1,-19,2428,7-6(4) 7-6(7),,,
2008-05-05,Rome Masters,M,3,C,false,35,R16,Roger Federer,1,Switzerland,SUI,1,1,2427,Ivo Karlovic,,Croatia,CRO,22,-1,1988,7-6(4) 6-3,,,
2008-05-05,Rome Masters,M,3,C,false,35,R32,Roger Federer,1,Switzerland,SUI,1,2,2425,Guillermo Canas,,Argentina,ARG,30,-2,2028,6-3 6-3,,,
2008-04-20,Monte Carlo Masters,M,3,C,false,20,F,Rafael Nadal,2,Spain,ESP,2,17,2311,Roger Federer,1,Switzerland,SUI,1,-16,2441,7-5 7-5,,,
2008-04-20,Monte Carlo Masters,M,3,C,false,20,SF,Roger Federer,1,Switzerland,SUI,1,6,2435,Novak Djokovic,3,Serbia,SRB,3,-7,2275,6-3 3-2 RET,RET,,
2008-04-20,Monte Carlo Masters,M,3,C,false,20,QF,Roger Federer,1,Switzerland,SUI,1,4,2431,David Nalbandian,6,Argentina,ARG,7,-4,2178,5-7 6-2 6-2,,,
2008-04-20,Monte Carlo Masters,M,3,C,false,20,R16,Roger Federer,1,Switzerland,SUI,1,1,2430,Gael Monfils,,France,FRA,64,-1,1952,6-3 6-4,,,
2008-04-20,Monte Carlo Masters,M,3,C,false,20,R32,Roger Federer,1,Switzerland,SUI,1,,2430,Ruben Ramirez Hidalgo,,Spain,ESP,137,-1,1795,6-1 3-6 7-6(1),,Q,
2008-04-14,Estoril,B,3,C,false,19,F,Roger Federer,1,Switzerland,SUI,1,4,2426,Nikolay Davydenko,2,Russian Federation,RUS,4,-4,2173,7-6(5) 1-2 RET,RET,,
2008-04-14,Estoril,B,3,C,false,19,SF,Roger Federer,1,Switzerland,SUI,1,1,2425,Denis Gremelmayr,,Germany,GER,104,-1,1817,2-6 7-5 6-1,,,
2008-04-14,Estoril,B,3,C,false,19,QF,Roger Federer,1,Switzerland,SUI,1,,2425,Frederico Gil,,Portugal,POR,146,-1,1778,6-4 6-1,,WC,
2008-04-14,Estoril,B,3,C,false,19,R16,Roger Federer,1,Switzerland,SUI,1,1,2424,Victor Hanescu,,Romania,ROU,68,,1824,6-3 6-2,,,
2008-04-14,Estoril,B,3,C,false,19,R32,Roger Federer,1,Switzerland,SUI,1,,2424,Olivier Rochus,,Belgium,BEL,77,-1,1896,4-6 6-3 6-2,,,
2008-03-27,Miami Masters,M,3,H,false,57,QF,Andy Roddick,6,United States,USA,6,16,2217,Roger Federer,1,Switzerland,SUI,1,-16,2440,7-6(4) 4-6 6-3,,,
2008-03-27,Miami Masters,M,3,H,false,57,R16,Roger Federer,1,Switzerland,SUI,1,1,2439,Jose Acasuso,,Argentina,ARG,45,-1,1961,7-6(5) 6-2,,,
2008-03-27,Miami Masters,M,3,H,false,57,R32,Roger Federer,1,Switzerland,SUI,1,3,2436,Robin Soderling,,Sweden,SWE,39,-3,2084,6-4 3-0 RET,RET,,
2008-03-27,Miami Masters,M,3,H,false,57,R64,Roger Federer,1,Switzerland,SUI,1,1,2435,Gael Monfils,,France,FRA,65,-1,1937,6-3 6-4,,,
2008-03-13,Indian Wells Masters,M,3,H,false,47,SF,Mardy Fish,,United States,USA,98,22,2007,Roger Federer,1,Switzerland,SUI,1,-21,2456,6-3 6-2,,,
2008-03-13,Indian Wells Masters,M,3,H,false,47,QF,Roger Federer,1,Switzerland,SUI,1,1,2455,Tommy Haas,,Germany,GER,36,-1,2071,W/O,W/O,,
2008-03-13,Indian Wells Masters,M,3,H,false,47,R16,Roger Federer,1,Switzerland,SUI,1,2,2453,Ivan Ljubicic,23,Croatia,CRO,23,-1,2028,6-3 6-4,,,
2008-03-13,Indian Wells Masters,M,3,H,false,47,R32,Roger Federer,1,Switzerland,SUI,1,1,2452,Nicolas Mahut,,France,FRA,44,-2,1934,6-1 6-1,,,
2008-03-13,Indian Wells Masters,M,3,H,false,47,R64,Roger Federer,1,Switzerland,SUI,1,,2452,Guillermo Garcia Lopez,,Spain,ESP,62,-1,1851,6-3 6-2,,,
2008-03-03,Dubai,A,3,H,false,70,R32,Andy Murray,,United Kingdom,GBR,11,15,2136,Roger Federer,1,Switzerland,SUI,1,-15,2467,6-7(6) 6-3 6-4,,,
2008-01-14,Australian Open,G,5,H,false,53,SF,Novak Djokovic,3,Serbia,SRB,3,24,2246,Roger Federer,1,Switzerland,SUI,1,-23,2490,7-5 6-3 7-6(5),,,
2008-01-14,Australian Open,G,5,H,false,53,QF,Roger Federer,1,Switzerland,SUI,1,3,2487,James Blake,12,United States,USA,15,-3,2112,7-5 7-6(5) 6-4,,,
2008-01-14,Australian Open,G,5,H,false,53,R16,Roger Federer,1,Switzerland,SUI,1,2,2485,Tomas Berdych,13,Czech Republic,CZE,13,-3,2104,6-4 7-6(7) 6-3,,,
2008-01-14,Australian Open,G,5,H,false,53,R32,Roger Federer,1,Switzerland,SUI,1,1,2484,Janko Tipsarevic,,Serbia,SRB,49,-1,1924,6-7(5) 7-6(1) 5-7 6-1 10-8,,,
2008-01-14,Australian Open,G,5,H,false,53,R64,Roger Federer,1,Switzerland,SUI,1,1,2483,Fabrice Santoro,,France,FRA,36,-2,1991,6-1 6-2 6-0,,,
2008-01-14,Australian Open,G,5,H,false,53,R128,Roger Federer,1,Switzerland,SUI,1,1,2482,Diego Hartfield,,Argentina,ARG,107,-1,1791,6-0 6-3 6-0,,,
2007-11-12,Masters Cup,F,5,H,true,55,F,Roger Federer,,Switzerland,SUI,1,5,2478,David Ferrer,,Spain,ESP,6,-5,2191,6-2 6-3 6-2,,,
2007-11-12,Masters Cup,F,3,H,true,55,SF,Roger Federer,,Switzerland,SUI,1,7,2471,Rafael Nadal,,Spain,ESP,2,-8,2335,6-4 6-1,,,
2007-11-12,Masters Cup,F,3,H,true,55,RR,Roger Federer,,Switzerland,SUI,1,2,2469,Nikolay Davydenko,,Russian Federation,RUS,4,-3,2099,6-4 6-3,,,
2007-11-12,Masters Cup,F,3,H,true,55,RR,Fernando Gonzalez,,Chile,CHI,7,21,2053,Roger Federer,,Switzerland,SUI,1,-20,2489,3-6 7-6(1) 7-5,,,
2007-11-12,Masters Cup,F,3,H,true,55,RR,Roger Federer,,Switzerland,SUI,1,4,2485,Andy Roddick,,United States,USA,5,-4,2202,6-4 6-2,,,
2007-10-28,Paris Masters,M,3,H,true,70,R16,David Nalbandian,,Argentina,ARG,21,18,2124,Roger Federer,1,Switzerland,SUI,1,-18,2503,6-4 7-6(3),,,
2007-10-28,Paris Masters,M,3,H,true,70,R32,Roger Federer,1,Switzerland,SUI,1,1,2502,Ivo Karlovic,,Croatia,CRO,24,-2,2063,6-3 4-6 6-3,,,
2007-10-22,Basel,B,3,H,true,75,F,Roger Federer,1,Switzerland,SUI,1,1,2501,Jarkko Nieminen,,Finland,FIN,29,-1,1985,6-3 6-4,,,
2007-10-22,Basel,B,3,H,true,75,SF,Roger Federer,1,Switzerland,SUI,1,2,2499,Ivo Karlovic,,Croatia,CRO,25,-1,2055,7-6(6) 7-6(5),,,
2007-10-22,Basel,B,3,H,true,75,QF,Roger Federer,1,Switzerland,SUI,1,1,2498,Nicolas Kiefer,,Germany,GER,64,-2,2065,6-3 6-2,,,
2007-10-22,Basel,B,3,H,true,75,R16,Roger Federer,1,Switzerland,SUI,1,1,2497,Juan Martin Del Potro,,Argentina,ARG,49,-1,1934,6-1 6-4,,,
2007-10-22,Basel,B,3,H,true,75,R32,Roger Federer,1,Switzerland,SUI,1,,2497,Michael Berrer,,Germany,GER,56,-1,1852,6-1 3-6 6-3,,,
2007-10-15,Madrid Masters,M,3,H,true,77,F,David Nalbandian,,Argentina,ARG,25,23,2099,Roger Federer,1,Switzerland,SUI,1,-23,2520,1-6 6-3 6-3,,,
2007-10-15,Madrid Masters,M,3,H,true,77,SF,Roger Federer,1,Switzerland,SUI,1,2,2518,Nicolas Kiefer,,Germany,GER,112,-1,2058,6-4 6-4,,,
2007-10-15,Madrid Masters,M,3,H,true,77,QF,Roger Federer,1,Switzerland,SUI,1,1,2517,Feliciano Lopez,,Spain,ESP,42,-1,1988,7-6(4) 6-4,,WC,
2007-10-15,Madrid Masters,M,3,H,true,77,R16,Roger Federer,1,Switzerland,SUI,1,1,2516,Guillermo Canas,13,Argentina,ARG,14,-1,2029,6-0 6-3,,,
2007-10-15,Madrid Masters,M,3,H,true,77,R32,Roger Federer,1,Switzerland,SUI,1,1,2515,Robby Ginepri,,United States,USA,72,-1,1913,7-6(2) 6-4,,Q,
2007-09-21,Davis Cup WG,D,5,P,true,,RR,Roger Federer,,Switzerland,SUI,1,1,2514,Tomas Berdych,,Czech Republic,CZE,10,-2,2113,7-6(5) 7-6(10) 6-3,,,
2007-09-21,Davis Cup WG,D,5,P,true,,RR,Roger Federer,,Switzerland,SUI,1,2,2512,Radek Stepanek,,Czech Republic,CZE,34,-2,2043,6-3 6-2 6-7(4) 7-6(5),,,
2007-08-27,US Open,G,5,H,false,59,F,Roger Federer,1,Switzerland,SUI,1,6,2506,Novak Djokovic,3,Serbia,SRB,3,-7,2272,7-6(4) 7-6(2) 6-4,,,
2007-08-27,US Open,G,5,H,false,59,SF,Roger Federer,1,Switzerland,SUI,1,3,2503,Nikolay Davydenko,4,Russian Federation,RUS,4,-3,2114,7-5 6-1 7-5,,,
2007-08-27,US Open,G,5,H,false,59,QF,Roger Federer,1,Switzerland,SUI,1,4,2499,Andy Roddick,5,United States,USA,5,-4,2197,7-6(5) 7-6(4) 6-2,,,
2007-08-27,US Open,G,5,H,false,59,R16,Roger Federer,1,Switzerland,SUI,1,1,2498,Feliciano Lopez,,Spain,ESP,60,-1,1952,3-6 6-4 6-1 6-4,,,
2007-08-27,US Open,G,5,H,false,59,R32,Roger Federer,1,Switzerland,SUI,1,1,2497,John Isner,,United States,USA,184,-1,1831,6-7(4) 6-2 6-4 6-2,,WC,
2007-08-27,US Open,G,5,H,false,59,R64,Roger Federer,1,Switzerland,SUI,1,,2497,Paul Capdeville,,Chile,CHI,120,,1858,6-1 6-4 6-4,,Q,
2007-08-27,US Open,G,5,H,false,59,R128,Roger Federer,1,Switzerland,SUI,1,,2497,Scoville Jenkins,,United States,USA,319,-1,1692,6-3 6-2 6-4,,Q,
2007-08-13,Cincinnati Masters,M,3,H,false,80,F,Roger Federer,1,Switzerland,SUI,1,3,2494,James Blake,9,United States,USA,8,-2,2093,6-1 6-4,,,
2007-08-13,Cincinnati Masters,M,3,H,false,80,SF,Roger Federer,1,Switzerland,SUI,1,2,2492,Lleyton Hewitt,,Australia,AUS,20,-3,2162,6-3 6-7(7) 7-6(1),,,
2007-08-13,Cincinnati Masters,M,3,H,false,80,QF,Roger Federer,1,Switzerland,SUI,1,1,2491,Nicolas Almagro,,Spain,ESP,32,-2,1974,6-3 3-6 6-2,,,
2007-08-13,Cincinnati Masters,M,3,H,false,80,R16,Roger Federer,1,Switzerland,SUI,1,2,2489,Marcos Baghdatis,,Cyprus,CYP,18,-2,2097,7-6(5) 7-5,,,
2007-08-13,Cincinnati Masters,M,3,H,false,80,R32,Roger Federer,1,Switzerland,SUI,1,1,2488,Julien Benneteau,,France,FRA,68,-1,1856,6-3 6-3,,Q,
2007-08-05,Canada Masters,M,3,H,false,67,F,Novak Djokovic,3,Serbia,SRB,4,20,2230,Roger Federer,1,Switzerland,SUI,1,-21,2509,7-6(2) 2-6 7-6(2),,,
2007-08-05,Canada Masters,M,3,H,false,67,SF,Roger Federer,1,Switzerland,SUI,1,2,2507,Radek Stepanek,,Czech Republic,CZE,60,-1,2050,7-6(6) 6-2,,,
2007-08-05,Canada Masters,M,3,H,false,67,QF,Roger Federer,1,Switzerland,SUI,1,2,2505,Lleyton Hewitt,,Australia,AUS,21,-3,2139,6-3 6-4,,,
2007-08-05,Canada Masters,M,3,H,false,67,R16,Roger Federer,1,Switzerland,SUI,1,,2505,Fabio Fognini,,Italy,ITA,139,-1,1764,6-1 6-1,,Q,
2007-08-05,Canada Masters,M,3,H,false,67,R32,Roger Federer,1,Switzerland,SUI,1,1,2504,Ivo Karlovic,,Croatia,CRO,34,-1,1978,7-6(2) 7-6(3),,,
2007-06-25,Wimbledon,G,5,G,false,73,F,Roger Federer,1,Switzerland,SUI,1,13,2491,Rafael Nadal,2,Spain,ESP,2,-12,2410,7-6(7) 4-6 7-6(3) 2-6 6-2,,,
2007-06-25,Wimbledon,G,5,G,false,73,SF,Roger Federer,1,Switzerland,SUI,1,2,2489,Richard Gasquet,12,France,FRA,14,-3,2085,7-5 6-3 6-4,,,
2007-06-25,Wimbledon,G,5,G,false,73,QF,Roger Federer,1,Switzerland,SUI,1,2,2487,Juan Carlos Ferrero,20,Spain,ESP,18,-2,2030,7-6(2) 3-6 6-1 6-3,,,
2007-06-25,Wimbledon,G,5,G,false,73,R16,Roger Federer,1,Switzerland,SUI,1,1,2486,Tommy Haas,13,Germany,GER,10,-1,2123,W/O,W/O,,
2007-06-25,Wimbledon,G,5,G,false,73,R32,Roger Federer,1,Switzerland,SUI,1,2,2484,Marat Safin,26,Russian Federation,RUS,24,-2,2002,6-1 6-4 7-6(4),,,
2007-06-25,Wimbledon,G,5,G,false,73,R64,Roger Federer,1,Switzerland,SUI,1,1,2483,Juan Martin Del Potro,,Argentina,ARG,56,-1,1935,6-2 7-5 6-1,,,
2007-06-25,Wimbledon,G,5,G,false,73,R128,Roger Federer,1,Switzerland,SUI,1,,2483,Teymuraz Gabashvili,,Russian Federation,RUS,86,-1,1743,6-3 6-2 6-4,,,
2007-05-28,Roland Garros,G,5,C,false,38,F,Rafael Nadal,2,Spain,ESP,2,22,2381,Roger Federer,1,Switzerland,SUI,1,-21,2504,6-3 4-6 6-3 6-4,,,
2007-05-28,Roland Garros,G,5,C,false,38,SF,Roger Federer,1,Switzerland,SUI,1,2,2502,Nikolay Davydenko,4,Russian Federation,RUS,4,-3,2108,7-5 7-6(5) 7-6(7),,,
2007-05-28,Roland Garros,G,5,C,false,38,QF,Roger Federer,1,Switzerland,SUI,1,3,2499,Tommy Robredo,9,Spain,ESP,9,-2,2072,7-5 1-6 6-1 6-2,,,
2007-05-28,Roland Garros,G,5,C,false,38,R16,Roger Federer,1,Switzerland,SUI,1,2,2497,Mikhail Youzhny,13,Russian Federation,RUS,15,-3,2110,7-6(3) 6-4 6-4,,,
2007-05-28,Roland Garros,G,5,C,false,38,R32,Roger Federer,1,Switzerland,SUI,1,1,2496,Potito Starace,,Italy,ITA,57,-1,1914,6-2 6-3 6-0,,,
2007-05-28,Roland Garros,G,5,C,false,38,R64,Roger Federer,1,Switzerland,SUI,1,,2496,Thierry Ascione,,France,FRA,168,-1,1755,6-1 6-2 7-6(8),,WC,
2007-05-28,Roland Garros,G,5,C,false,38,R128,Roger Federer,1,Switzerland,SUI,1,1,2495,Michael Russell,,United States,USA,68,-1,1779,6-4 6-2 6-4,,,
2007-05-14,Hamburg Masters,M,3,C,false,30,F,Roger Federer,1,Switzerland,SUI,1,8,2487,Rafael Nadal,2,Spain,ESP,2,-8,2368,2-6 6-2 6-0,,,
2007-05-14,Hamburg Masters,M,3,C,false,30,SF,Roger Federer,1,Switzerland,SUI,1,1,2486,Carlos Moya,,Spain,ESP,36,-2,2037,4-6 6-4 6-2,,,
2007-05-14,Hamburg Masters,M,3,C,false,30,QF,Roger Federer,1,Switzerland,SUI,1,2,2484,David Ferrer,12,Spain,ESP,14,-2,2097,6-3 4-6 6-3,,,
2007-05-14,Hamburg Masters,M,3,C,false,30,R16,Roger Federer,1,Switzerland,SUI,1,2,2482,Juan Carlos Ferrero,15,Spain,ESP,19,-1,2002,6-2 6-3,,,
2007-05-14,Hamburg Masters,M,3,C,false,30,R32,Roger Federer,1,Switzerland,SUI,1,,2482,Juan Monaco,,Argentina,ARG,48,-1,1916,6-3 2-6 6-4,,Q,
2007-05-07,Rome Masters,M,3,C,false,28,R16,Filippo Volandri,,Italy,ITA,53,22,1927,Roger Federer,1,Switzerland,SUI,1,-19,2501,6-2 6-4,,,WC
2007-05-07,Rome Masters,M,3,C,false,28,R32,Roger Federer,1,Switzerland,SUI,1,1,2500,Nicolas Almagro,,Spain,ESP,40,-1,1951,6-3 6-4,,,
2007-04-15,Monte Carlo Masters,M,3,C,false,21,F,Rafael Nadal,2,Spain,ESP,2,19,2300,Roger Federer,1,Switzerland,SUI,1,-19,2519,6-4 6-4,,,
