date,tournament,level,bestOf,surface,indoor,round,winner_name,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,winner_seed,speed,loser_entry,winner_entry,outcome
2016-08-08,Rio Olympics,O,3,H,false,BR,Kei Nishikori,Japan,JPN,7,12,2284,Rafael Nadal,3,Spain,ESP,5,-12,2315,6-2 6-7(1) 6-3,4,53,,,
2016-08-08,Rio Olympics,O,3,H,false,SF,Juan Martin Del Potro,Argentina,ARG,141,15,2176,Rafael Nadal,3,Spain,ESP,5,-15,2330,5-7 6-4 7-6(5),,53,,,
2016-08-08,Rio Olympics,O,3,H,false,QF,Rafael Nadal,Spain,ESP,5,2,2328,Thomaz Bellucci,,Brazil,BRA,54,-2,1918,2-6 6-4 6-2,3,53,,,
2016-08-08,Rio Olympics,O,3,H,false,R16,Rafael Nadal,Spain,ESP,5,2,2326,Gilles Simon,15,France,FRA,31,-3,2028,7-6(5) 6-3,3,53,,,
2016-08-08,Rio Olympics,O,3,H,false,R32,Rafael Nadal,Spain,ESP,5,2,2324,Andreas Seppi,,Italy,ITA,71,-2,1940,6-3 6-3,3,53,,,
2016-08-08,Rio Olympics,O,3,H,false,R64,Rafael Nadal,Spain,ESP,5,2,2322,Federico Delbonis,,Argentina,ARG,44,-2,1929,6-2 6-1,3,53,,,
2016-05-23,Roland Garros,G,5,C,false,R32,Marcel Granollers,Spain,ESP,56,15,1898,Rafael Nadal,4,Spain,ESP,5,-12,2335,W/O,,41,,,W/O
2016-05-23,Roland Garros,G,5,C,false,R64,Rafael Nadal,Spain,ESP,5,1,2334,Facundo Bagnis,,Argentina,ARG,99,-2,1734,6-3 6-0 6-3,4,41,,,
2016-05-23,Roland Garros,G,5,C,false,R128,Rafael Nadal,Spain,ESP,5,1,2333,Samuel Groth,,Australia,AUS,100,-2,1827,6-1 6-1 6-1,4,41,,,
2016-05-09,Rome Masters,M,3,C,false,QF,Novak Djokovic,Serbia,SRB,1,3,2621,Rafael Nadal,5,Spain,ESP,5,-3,2336,7-5 7-6(4),1,47,,,
2016-05-09,Rome Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,5,4,2332,Nick Kyrgios,,Australia,AUS,20,-5,2124,6-7(3) 6-2 6-4,5,47,,,
2016-05-09,Rome Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,5,5,2327,Philipp Kohlschreiber,,Germany,GER,26,-4,2106,6-3 6-3,5,47,,,
2016-05-02,Madrid Masters,M,3,C,false,SF,Andy Murray,United Kingdom,GBR,2,10,2371,Rafael Nadal,5,Spain,ESP,5,-10,2337,7-5 6-4,2,69,,,
2016-05-02,Madrid Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,5,2,2335,Joao Sousa,,Portugal,POR,35,-2,1937,6-0 4-6 6-3,5,69,,,
2016-05-02,Madrid Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,5,2,2333,Sam Querrey,,United States,USA,37,-2,1984,6-4 6-2,5,69,,,
2016-05-02,Madrid Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,5,2,2331,Andrey Kuznetsov,,Russian Federation,RUS,39,-2,1970,6-3 6-3,5,69,,,
2016-04-18,Barcelona,A,3,C,false,F,Rafael Nadal,Spain,ESP,5,10,2321,Kei Nishikori,2,Japan,JPN,6,-9,2272,6-4 7-5,1,32,,,
2016-04-18,Barcelona,A,3,C,false,SF,Rafael Nadal,Spain,ESP,5,4,2317,Philipp Kohlschreiber,10,Germany,GER,27,-5,2089,6-3 6-3,1,32,,,
2016-04-18,Barcelona,A,3,C,false,QF,Rafael Nadal,Spain,ESP,5,2,2315,Fabio Fognini,12,Italy,ITA,31,-3,1977,6-2 7-6(1),1,32,,,
2016-04-18,Barcelona,A,3,C,false,R16,Rafael Nadal,Spain,ESP,5,1,2314,Albert Montanes,,Spain,ESP,104,-2,1857,6-2 6-2,1,32,WC,,
2016-04-18,Barcelona,A,3,C,false,R32,Rafael Nadal,Spain,ESP,5,1,2313,Marcel Granollers,,Spain,ESP,50,-1,1873,6-3 6-2,1,32,,,
2016-04-11,Monte Carlo Masters,M,3,C,false,F,Rafael Nadal,Spain,ESP,5,7,2306,Gael Monfils,13,France,FRA,16,-7,2137,7-5 5-7 6-0,5,37,,,
2016-04-11,Monte Carlo Masters,M,3,C,false,SF,Rafael Nadal,Spain,ESP,5,14,2292,Andy Murray,2,United Kingdom,GBR,2,-13,2374,2-6 6-4 6-2,5,37,,,
2016-04-11,Monte Carlo Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,5,10,2282,Stan Wawrinka,4,Switzerland,SUI,4,-10,2261,6-1 6-4,5,37,,,
2016-04-11,Monte Carlo Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,5,5,2277,Dominic Thiem,12,Austria,AUT,14,-5,2097,7-5 6-3,5,37,,,
2016-04-11,Monte Carlo Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,5,1,2276,Aljaz Bedene,,Slovenia,SLO,60,-2,1851,6-3 6-3,5,37,,,
2016-03-21,Miami Masters,M,3,H,false,R64,Damir Dzumhur,Bosnia and Herzegovina,BIH,94,25,1830,Rafael Nadal,5,Spain,ESP,5,-17,2293,2-6 6-4 3-0 RET,,57,,,RET
2016-03-07,Indian Wells Masters,M,3,H,false,SF,Novak Djokovic,Serbia,SRB,1,3,2615,Rafael Nadal,4,Spain,ESP,5,-3,2296,7-6(5) 6-2,1,44,,,
2016-03-07,Indian Wells Masters,M,3,H,false,QF,Rafael Nadal,Spain,ESP,5,9,2287,Kei Nishikori,5,Japan,JPN,6,-9,2249,6-4 6-3,4,44,,,
2016-03-07,Indian Wells Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,5,3,2284,Alexander Zverev,,Germany,GER,58,-3,1925,6-7(8) 6-0 7-5,4,44,,,
2016-03-07,Indian Wells Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,5,2,2282,Fernando Verdasco,,Spain,ESP,65,-3,1960,6-0 7-6(9),4,44,,,
2016-03-07,Indian Wells Masters,M,3,H,false,R64,Rafael Nadal,Spain,ESP,5,3,2279,Gilles Muller,,Luxembourg,LUX,45,-3,1986,6-2 2-6 6-4,4,44,,,
2016-02-15,Rio de Janeiro,A,3,C,false,SF,Pablo Cuevas,Uruguay,URU,45,19,1945,Rafael Nadal,1,Spain,ESP,5,-17,2296,6-7(6) 7-6(3) 6-4,,42,,,
2016-02-15,Rio de Janeiro,A,3,C,false,QF,Rafael Nadal,Spain,ESP,5,1,2295,Alexandr Dolgopolov,,Ukraine,UKR,33,-2,1954,W/O,1,42,,,W/O
2016-02-15,Rio de Janeiro,A,3,C,false,R16,Rafael Nadal,Spain,ESP,5,3,2292,Nicolas Almagro,,Spain,ESP,53,-2,1991,6-3 7-5,1,42,,,
2016-02-15,Rio de Janeiro,A,3,C,false,R32,Rafael Nadal,Spain,ESP,5,1,2291,Pablo Carreno Busta,,Spain,ESP,66,-2,1798,6-1 6-4,1,42,,,
2016-02-08,Buenos Aires,B,3,C,false,SF,Dominic Thiem,Austria,AUT,19,16,2007,Rafael Nadal,1,Spain,ESP,5,-16,2307,6-4 4-6 7-6(4),5,49,,,
2016-02-08,Buenos Aires,B,3,C,false,QF,Rafael Nadal,Spain,ESP,5,1,2306,Paolo Lorenzi,,Italy,ITA,52,-1,1816,7-6(3) 6-2,1,49,,,
2016-02-08,Buenos Aires,B,3,C,false,R16,Rafael Nadal,Spain,ESP,5,2,2304,Juan Monaco,,Argentina,ARG,55,-2,1943,6-4 6-4,1,49,,,
2016-01-18,Australian Open,G,5,H,false,R128,Fernando Verdasco,Spain,ESP,45,24,1952,Rafael Nadal,5,Spain,ESP,5,-22,2326,7-6 4-6 3-6 7-6 6-2,,75,,,
2016-01-04,Doha,B,3,H,false,F,Novak Djokovic,Serbia,SRB,1,4,2605,Rafael Nadal,2,Spain,ESP,5,-3,2329,6-1 6-2,1,54,,,
2016-01-04,Doha,B,3,H,false,SF,Rafael Nadal,Spain,ESP,5,1,2328,Illya Marchenko,,Ukraine,UKR,94,-1,1866,6-3 6-4,2,54,,,
2016-01-04,Doha,B,3,H,false,QF,Rafael Nadal,Spain,ESP,5,1,2327,Andrey Kuznetsov,,Russian Federation,RUS,79,-2,1892,6-3 5-7 6-4,2,54,,,
2016-01-04,Doha,B,3,H,false,R16,Rafael Nadal,Spain,ESP,5,2,2325,Robin Haase,,Netherlands,NED,66,-2,1880,6-3 6-2,2,54,,,
2016-01-04,Doha,B,3,H,false,R32,Rafael Nadal,Spain,ESP,5,,2325,Pablo Carreno Busta,,Spain,ESP,67,-1,1805,6-7(5) 6-3 6-1,2,54,,,
2015-11-15,Tour Finals,F,3,H,true,SF,Novak Djokovic,Serbia,SRB,1,4,2591,Rafael Nadal,5,Spain,ESP,5,-4,2329,6-3 6-3,1,67,,,
2015-11-15,Tour Finals,F,3,H,true,RR,Rafael Nadal,Spain,ESP,5,8,2321,David Ferrer,7,Spain,ESP,7,-8,2223,6-7(2) 6-3 6-4,5,67,,,
2015-11-15,Tour Finals,F,3,H,true,RR,Rafael Nadal,Spain,ESP,5,14,2307,Andy Murray,2,United Kingdom,GBR,2,-14,2403,6-4 6-1,5,67,,,
2015-11-15,Tour Finals,F,3,H,true,RR,Rafael Nadal,Spain,ESP,5,10,2297,Stan Wawrinka,4,Switzerland,SUI,4,-10,2268,6-3 6-2,5,67,,,
2015-11-02,Paris Masters,M,3,H,true,QF,Stan Wawrinka,Switzerland,SUI,4,12,2259,Rafael Nadal,7,Spain,ESP,6,-12,2309,7-6(8) 7-6(7),4,71,,,
2015-11-02,Paris Masters,M,3,H,true,R16,Rafael Nadal,Spain,ESP,6,5,2304,Kevin Anderson,11,South Africa,RSA,12,-6,2126,4-6 7-6(6) 6-2,7,71,,,
2015-11-02,Paris Masters,M,3,H,true,R32,Rafael Nadal,Spain,ESP,6,2,2302,Lukas Rosol,,Czech Republic,CZE,66,-2,1913,6-2 6-2,7,71,Q,,
2015-10-26,Basel,A,3,H,true,F,Roger Federer,Switzerland,SUI,3,7,2435,Rafael Nadal,3,Spain,ESP,7,-7,2309,6-3 5-7 6-3,1,72,,,
2015-10-26,Basel,A,3,H,true,SF,Rafael Nadal,Spain,ESP,7,6,2303,Richard Gasquet,5,France,FRA,11,-6,2180,6-4 7-6(7),3,72,,,
2015-10-26,Basel,A,3,H,true,QF,Rafael Nadal,Spain,ESP,7,6,2297,Marin Cilic,7,Croatia,CRO,13,-6,2169,4-6 6-3 6-3,3,72,,,
2015-10-26,Basel,A,3,H,true,R16,Rafael Nadal,Spain,ESP,7,4,2293,Grigor Dimitrov,,Bulgaria,BUL,28,-4,2072,6-4 4-6 6-3,3,72,,,
2015-10-26,Basel,A,3,H,true,R32,Rafael Nadal,Spain,ESP,7,2,2291,Lukas Rosol,,Czech Republic,CZE,69,-2,1902,1-6 7-5 7-6(4),3,72,,,
2015-10-11,Shanghai Masters,M,3,H,false,SF,Jo Wilfried Tsonga,France,FRA,15,15,2172,Rafael Nadal,8,Spain,ESP,7,-15,2306,6-4 0-6 7-5,16,73,,,
2015-10-11,Shanghai Masters,M,3,H,false,QF,Rafael Nadal,Spain,ESP,7,9,2297,Stan Wawrinka,4,Switzerland,SUI,4,-10,2276,6-2 6-1,8,73,,,
2015-10-11,Shanghai Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,7,7,2290,Milos Raonic,9,Canada,CAN,9,-7,2158,6-3 7-6(3),8,73,,,
2015-10-11,Shanghai Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,7,3,2287,Ivo Karlovic,,Croatia,CRO,21,-3,2005,7-5 6-7(4) 7-6(4),8,73,,,
2015-10-05,Beijing,A,3,H,false,F,Novak Djokovic,Serbia,SRB,1,4,2576,Rafael Nadal,3,Spain,ESP,8,-4,2291,6-2 6-2,1,60,,,
2015-10-05,Beijing,A,3,H,false,SF,Rafael Nadal,Spain,ESP,8,4,2287,Fabio Fognini,,Italy,ITA,28,-4,2025,7-5 6-3,3,60,,,
2015-10-05,Beijing,A,3,H,false,QF,Rafael Nadal,Spain,ESP,8,3,2284,Jack Sock,,United States,USA,30,-3,2027,3-6 6-4 6-3,3,60,,,
2015-10-05,Beijing,A,3,H,false,R16,Rafael Nadal,Spain,ESP,8,3,2281,Vasek Pospisil,,Canada,CAN,44,-3,1949,7-6(3) 6-4,3,60,,,
2015-10-05,Beijing,A,3,H,false,R32,Rafael Nadal,Spain,ESP,8,1,2280,Di Wu,,China,CHN,230,-2,1781,6-4 6-4,3,60,WC,,
2015-09-18,Davis Cup G1,D,5,H,false,RR,Rafael Nadal,Spain,ESP,7,,2280,Mikael Torpegaard,,Denmark,DEN,909,-2,1603,6-4 6-3 6-2,,,,,
2015-08-31,US Open,G,5,H,false,R32,Fabio Fognini,Italy,ITA,32,24,1975,Rafael Nadal,8,Spain,ESP,8,-22,2302,3-6 4-6 6-4 6-3 6-4,32,68,,,
2015-08-31,US Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,8,1,2301,Diego Sebastian Schwartzman,,Argentina,ARG,74,-2,1799,7-6(5) 6-3 7-5,8,68,,,
2015-08-31,US Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,8,2,2299,Borna Coric,,Croatia,CRO,33,-3,1926,6-3 6-2 4-6 6-4,8,68,,,
2015-08-16,Cincinnati Masters,M,3,H,false,R16,Feliciano Lopez,Spain,ESP,23,19,1969,Rafael Nadal,8,Spain,ESP,8,-17,2316,5-7 6-4 7-6(3),,75,,,
2015-08-16,Cincinnati Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,8,3,2313,Jeremy Chardy,,France,FRA,27,-3,1995,6-3 6-4,8,75,,,
2015-08-10,Canada Masters,M,3,H,false,QF,Kei Nishikori,Japan,JPN,4,12,2275,Rafael Nadal,7,Spain,ESP,9,-12,2325,6-2 6-4,4,71,,,
2015-08-10,Canada Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,9,1,2324,Mikhail Youzhny,,Russian Federation,RUS,107,-1,1840,6-3 6-3,7,71,Q,,
2015-08-10,Canada Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,9,1,2323,Sergiy Stakhovsky,,Ukraine,UKR,60,-2,1853,7-6(4) 6-3,7,71,,,
2015-07-27,Hamburg,A,3,C,false,F,Rafael Nadal,Spain,ESP,10,3,2320,Fabio Fognini,8,Italy,ITA,32,-3,1978,7-5 7-5,1,39,,WC,
2015-07-27,Hamburg,A,3,C,false,SF,Rafael Nadal,Spain,ESP,10,3,2317,Andreas Seppi,4,Italy,ITA,26,-3,2012,6-1 6-2,1,39,,WC,
2015-07-27,Hamburg,A,3,C,false,QF,Rafael Nadal,Spain,ESP,10,2,2315,Pablo Cuevas,5,Uruguay,URU,31,-2,1953,6-3 6-2,1,39,,WC,
2015-07-27,Hamburg,A,3,C,false,R16,Rafael Nadal,Spain,ESP,10,1,2314,Jiri Vesely,,Czech Republic,CZE,45,-1,1842,6-4 7-6(2),1,39,,WC,
2015-07-27,Hamburg,A,3,C,false,R32,Rafael Nadal,Spain,ESP,10,2,2312,Fernando Verdasco,,Spain,ESP,41,-3,2000,3-6 6-1 6-1,1,39,,WC,
2015-06-29,Wimbledon,G,5,G,false,R64,Dustin Brown,Germany,GER,102,34,1826,Rafael Nadal,10,Spain,ESP,10,-22,2334,7-5 3-6 6-4 6-4,,86,,Q,
2015-06-29,Wimbledon,G,5,G,false,R128,Rafael Nadal,Spain,ESP,10,2,2332,Thomaz Bellucci,,Brazil,BRA,42,-3,1954,6-4 6-2 6-4,10,86,,,
2015-06-15,Queen's Club,A,3,G,false,R32,Alexandr Dolgopolov,Ukraine,UKR,79,17,1967,Rafael Nadal,5,Spain,ESP,10,-16,2348,6-3 6-7(6) 6-4,,100,,,
2015-06-08,Stuttgart,B,3,G,false,F,Rafael Nadal,Spain,ESP,10,3,2345,Viktor Troicki,8,Serbia,SRB,28,-3,2015,7-6(3) 6-3,1,93,,,
2015-06-08,Stuttgart,B,3,G,false,SF,Rafael Nadal,Spain,ESP,10,5,2340,Gael Monfils,4,France,FRA,16,-5,2164,6-3 6-4,1,93,,,
2015-06-08,Stuttgart,B,3,G,false,QF,Rafael Nadal,Spain,ESP,10,2,2338,Bernard Tomic,5,Australia,AUS,24,-2,1970,6-4 6-7(6) 6-3,1,93,,,
2015-06-08,Stuttgart,B,3,G,false,R16,Rafael Nadal,Spain,ESP,10,1,2337,Marcos Baghdatis,,Cyprus,CYP,63,-1,1911,7-6(5) 6-7(4) 6-2,1,93,,,
2015-05-24,Roland Garros,G,5,C,false,QF,Novak Djokovic,Serbia,SRB,1,6,2581,Rafael Nadal,6,Spain,ESP,7,-5,2342,7-5 6-3 6-1,1,46,,,
2015-05-24,Roland Garros,G,5,C,false,R16,Rafael Nadal,Spain,ESP,7,3,2339,Jack Sock,,United States,USA,37,-4,2032,6-3 6-1 5-7 6-2,6,46,,,
2015-05-24,Roland Garros,G,5,C,false,R32,Rafael Nadal,Spain,ESP,7,2,2337,Andrey Kuznetsov,,Russian Federation,RUS,120,-2,1880,6-1 6-3 6-2,6,46,,,
2015-05-24,Roland Garros,G,5,C,false,R64,Rafael Nadal,Spain,ESP,7,4,2333,Nicolas Almagro,,Spain,ESP,154,-4,2030,6-4 6-3 6-1,6,46,,,
2015-05-24,Roland Garros,G,5,C,false,R128,Rafael Nadal,Spain,ESP,7,,2333,Quentin Halys,,France,FRA,296,-2,1669,6-3 6-3 6-4,6,46,WC,,
2015-05-10,Rome Masters,M,3,C,false,QF,Stan Wawrinka,Switzerland,SUI,9,15,2200,Rafael Nadal,4,Spain,ESP,7,-14,2347,7-6(7) 6-2,8,60,,,
2015-05-10,Rome Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,7,3,2344,John Isner,16,United States,USA,17,-4,2091,6-4 6-4,4,60,,,
2015-05-10,Rome Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,7,1,2343,Marsel Ilhan,,Turkey,TUR,87,-1,1777,6-2 6-0,4,60,Q,,
2015-05-03,Madrid Masters,M,3,C,false,F,Andy Murray,United Kingdom,GBR,3,12,2348,Rafael Nadal,3,Spain,ESP,4,-13,2356,6-3 6-2,2,63,,,
2015-05-03,Madrid Masters,M,3,C,false,SF,Rafael Nadal,Spain,ESP,4,9,2347,Tomas Berdych,6,Czech Republic,CZE,7,-9,2272,7-6(3) 6-1,3,63,,,
2015-05-03,Madrid Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,4,5,2342,Grigor Dimitrov,10,Bulgaria,BUL,11,-5,2155,6-3 6-4,3,63,,,
2015-05-03,Madrid Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,4,2,2340,Simone Bolelli,,Italy,ITA,63,-2,1938,6-2 6-2,3,63,,,
2015-05-03,Madrid Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,4,2,2338,Steve Johnson,,United States,USA,54,-2,1921,6-4 6-3,3,63,,,
2015-04-20,Barcelona,A,3,C,false,R16,Fabio Fognini,Italy,ITA,30,18,1940,Rafael Nadal,2,Spain,ESP,4,-16,2354,6-4 7-6(6),13,36,,,
2015-04-20,Barcelona,A,3,C,false,R32,Rafael Nadal,Spain,ESP,4,2,2352,Nicolas Almagro,,Spain,ESP,123,-2,2026,6-3 6-1,2,36,,,
2015-04-12,Monte Carlo Masters,M,3,C,false,SF,Novak Djokovic,Serbia,SRB,1,6,2555,Rafael Nadal,3,Spain,ESP,5,-5,2357,6-3 6-3,1,34,,,
2015-04-12,Monte Carlo Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,5,7,2350,David Ferrer,5,Spain,ESP,7,-7,2234,6-4 5-7 6-2,3,34,,,
2015-04-12,Monte Carlo Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,5,3,2347,John Isner,15,United States,USA,19,-4,2072,7-6(6) 4-6 6-3,3,34,,,
2015-04-12,Monte Carlo Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,5,1,2346,Lucas Pouille,,France,FRA,108,-1,1783,6-2 6-1,3,34,WC,,
2015-03-25,Miami Masters,M,3,H,false,R32,Fernando Verdasco,Spain,ESP,34,19,1995,Rafael Nadal,2,Spain,ESP,3,-17,2363,6-4 2-6 6-3,29,53,,,
2015-03-25,Miami Masters,M,3,H,false,R64,Rafael Nadal,Spain,ESP,3,2,2361,Nicolas Almagro,,Spain,ESP,74,-2,2029,6-4 6-2,2,53,,,
2015-03-12,Indian Wells Masters,M,3,H,false,QF,Milos Raonic,Canada,CAN,6,16,2191,Rafael Nadal,3,Spain,ESP,3,-16,2377,4-6 7-6(10) 7-5,6,64,,,
2015-03-12,Indian Wells Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,3,3,2374,Gilles Simon,13,France,FRA,14,-4,2075,6-2 6-4,3,64,,,
2015-03-12,Indian Wells Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,3,2,2372,Donald Young,,United States,USA,47,-1,1928,6-4 6-2,3,64,,,
2015-03-12,Indian Wells Masters,M,3,H,false,R64,Rafael Nadal,Spain,ESP,3,,2372,Igor Sijsling,,Netherlands,NED,134,-1,1714,6-4 6-2,3,64,,,
2015-02-23,Buenos Aires,B,3,C,false,F,Rafael Nadal,Spain,ESP,4,2,2370,Juan Monaco,,Argentina,ARG,60,-2,1962,6-4 6-1,1,41,,,
2015-02-23,Buenos Aires,B,3,C,false,SF,Rafael Nadal,Spain,ESP,4,1,2369,Carlos Berlocq,,Argentina,ARG,74,-1,1883,7-6(7) 6-2,1,41,,,
2015-02-23,Buenos Aires,B,3,C,false,QF,Rafael Nadal,Spain,ESP,4,1,2368,Federico Delbonis,,Argentina,ARG,59,-1,1814,6-1 6-1,1,41,,,
2015-02-23,Buenos Aires,B,3,C,false,R16,Rafael Nadal,Spain,ESP,4,,2368,Facundo Arguello,,Argentina,ARG,146,-1,1648,6-4 6-0,1,41,Q,,
2015-02-16,Rio de Janeiro,A,3,C,false,SF,Fabio Fognini,Italy,ITA,28,20,1962,Rafael Nadal,1,Spain,ESP,3,-18,2386,1-6 6-2 7-5,4,40,,,
2015-02-16,Rio de Janeiro,A,3,C,false,QF,Rafael Nadal,Spain,ESP,3,2,2384,Pablo Cuevas,6,Uruguay,URU,23,-2,1969,4-6 7-5 6-0,1,40,,,
2015-02-16,Rio de Janeiro,A,3,C,false,R16,Rafael Nadal,Spain,ESP,3,,2384,Pablo Carreno Busta,,Spain,ESP,55,-1,1815,7-5 6-3,1,40,,,
2015-02-16,Rio de Janeiro,A,3,C,false,R32,Rafael Nadal,Spain,ESP,3,1,2383,Thomaz Bellucci,,Brazil,BRA,64,-1,1905,6-4 6-1,1,40,,,
2015-01-19,Australian Open,G,5,H,false,QF,Tomas Berdych,Czech Republic,CZE,7,21,2195,Rafael Nadal,3,Spain,ESP,3,-21,2404,6-2 6-0 7-6(5),7,72,,,
2015-01-19,Australian Open,G,5,H,false,R16,Rafael Nadal,Spain,ESP,3,4,2400,Kevin Anderson,14,South Africa,RSA,15,-3,2059,7-5 6-1 6-4,3,72,,,
2015-01-19,Australian Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,3,1,2399,Dudi Sela,,Israel,ISR,106,-2,1875,6-1 6-0 7-5,3,72,,,
2015-01-19,Australian Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,3,1,2398,Tim Smyczek,,United States,USA,112,-1,1831,6-2 3-6 6-7(2) 6-3 7-5,3,72,Q,,
2015-01-19,Australian Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,3,1,2397,Mikhail Youzhny,,Russian Federation,RUS,49,-2,1933,6-3 6-2 6-2,3,72,,,
2015-01-05,Doha,B,3,H,false,R32,Michael Berrer,Germany,GER,127,30,1772,Rafael Nadal,2,Spain,ESP,3,-16,2413,1-6 6-3 6-4,,74,,Q,
2014-10-20,Basel,A,3,H,true,QF,Borna Coric,Croatia,CRO,124,30,1794,Rafael Nadal,2,Spain,ESP,3,-17,2431,6-2 7-6(4),,79,,WC,
2014-10-20,Basel,A,3,H,true,R16,Rafael Nadal,Spain,ESP,3,,2431,Pierre Hugues Herbert,,France,FRA,120,-1,1754,6-1 6-1,2,79,Q,,
2014-10-20,Basel,A,3,H,true,R32,Rafael Nadal,Spain,ESP,3,,2431,Simone Bolelli,,Italy,ITA,75,-1,1852,6-2 6-2,2,79,Q,,
2014-10-05,Shanghai Masters,M,3,H,false,R32,Feliciano Lopez,Spain,ESP,21,19,2050,Rafael Nadal,2,Spain,ESP,2,-17,2448,6-3 7-6(6),,82,,,
2014-09-29,Beijing,A,3,H,false,QF,Martin Klizan,Slovakia,SVK,56,19,1957,Rafael Nadal,2,Spain,ESP,2,-18,2466,6-7(7) 6-4 6-3,,47,,Q,
2014-09-29,Beijing,A,3,H,false,R16,Rafael Nadal,Spain,ESP,2,1,2465,Peter Gojowczyk,,Germany,GER,122,-1,1816,6-3 6-4,2,47,Q,,
2014-09-29,Beijing,A,3,H,false,R32,Rafael Nadal,Spain,ESP,2,1,2464,Richard Gasquet,,France,FRA,22,-2,2085,6-4 6-0,2,47,,,
2014-06-23,Wimbledon,G,5,G,false,R16,Nick Kyrgios,Australia,AUS,144,35,1843,Rafael Nadal,2,Spain,ESP,1,-25,2490,7-6(5) 5-7 7-6(5) 6-3,,89,,WC,
2014-06-23,Wimbledon,G,5,G,false,R32,Rafael Nadal,Spain,ESP,1,,2490,Mikhail Kukushkin,,Kazakhstan,KAZ,63,-1,1835,6-7(4) 6-1 6-1 6-1,2,89,,,
2014-06-23,Wimbledon,G,5,G,false,R64,Rafael Nadal,Spain,ESP,1,1,2489,Lukas Rosol,,Czech Republic,CZE,52,-1,1899,4-6 7-6(6) 6-4 6-4,2,89,,,
2014-06-23,Wimbledon,G,5,G,false,R128,Rafael Nadal,Spain,ESP,1,1,2488,Martin Klizan,,Slovakia,SVK,51,-1,1966,4-6 6-3 6-3 6-3,2,89,,,
2014-06-09,Halle,B,3,G,false,R16,Dustin Brown,Germany,GER,85,23,1835,Rafael Nadal,1,Spain,ESP,1,-15,2503,6-4 6-1,,90,,WC,
2014-05-26,Roland Garros,G,5,C,false,F,Rafael Nadal,Spain,ESP,1,19,2484,Novak Djokovic,2,Serbia,SRB,2,-19,2551,3-6 7-5 6-2 6-4,1,40,,,
2014-05-26,Roland Garros,G,5,C,false,SF,Rafael Nadal,Spain,ESP,1,8,2476,Andy Murray,7,United Kingdom,GBR,8,-8,2306,6-3 6-2 6-1,1,40,,,
2014-05-26,Roland Garros,G,5,C,false,QF,Rafael Nadal,Spain,ESP,1,5,2471,David Ferrer,5,Spain,ESP,5,-5,2224,4-6 6-4 6-0 6-1,1,40,,,
2014-05-26,Roland Garros,G,5,C,false,R16,Rafael Nadal,Spain,ESP,1,,2471,Dusan Lajovic,,Serbia,SRB,83,-1,1825,6-1 6-2 6-1,1,40,,,
2014-05-26,Roland Garros,G,5,C,false,R32,Rafael Nadal,Spain,ESP,1,1,2470,Leonardo Mayer,,Argentina,ARG,65,-1,1906,6-2 7-5 6-2,1,40,,,
2014-05-26,Roland Garros,G,5,C,false,R64,Rafael Nadal,Spain,ESP,1,1,2469,Dominic Thiem,,Austria,AUT,57,-1,1875,6-2 6-2 6-3,1,40,,,
2014-05-26,Roland Garros,G,5,C,false,R128,Rafael Nadal,Spain,ESP,1,1,2468,Robby Ginepri,,United States,USA,279,-1,1780,6-0 6-3 6-0,1,40,WC,,
2014-05-11,Rome Masters,M,3,C,false,F,Novak Djokovic,Serbia,SRB,2,11,2529,Rafael Nadal,1,Spain,ESP,1,-11,2479,4-6 6-3 6-3,2,43,,,
